Date,Open,High,Low,Close,Adj Close,Volume,Daily_Return_Pct,MA_20,MA_50,Ticker
2009-06-19,216.0,223.136993,214.643997,221.300003,85.343102,14974920.0,2.5871662464734158,210.24274905000001,200.08247896,INFY
2009-06-22,222.524994,223.649994,218.5,220.800003,85.150269,9418608.0,-0.22593763814815482,211.83869934999998,200.93559908,INFY
2009-06-23,217.656006,221.238007,212.625,218.419006,84.232048,12632032.0,-1.0783500759282139,213.08684995,201.7364792,INFY
2009-06-24,218.794006,221.863007,215.274994,219.694,84.723747,10190424.0,0.5837376624633128,214.1456001,202.60709932,INFY
2009-06-25,220.561996,224.725006,218.524994,219.886993,84.798172,13230880.0,0.08784627709450543,215.27119975,203.57833924000002,INFY
2009-06-26,223.125,230.0,219.375,228.386993,88.076149,12946176.0,3.865622010666181,216.65869975,204.78307922,INFY
2009-06-29,232.488007,258.75,221.375,222.869003,85.948151,9795432.0,-2.4160701656070205,217.32405010000002,205.74719940000003,INFY
2009-06-30,224.375,224.875,219.774994,222.061996,85.636955,8956848.0,-0.36209925522932007,217.87310020000004,206.70481932,INFY
2009-07-01,221.319,226.468994,220.574997,224.399994,86.538589,7992144.0,1.0528582297350875,218.83369969999998,207.78669920000002,INFY
2009-07-02,223.893997,225.5,220.636993,224.580994,86.608398,8419040.0,0.08065953869855758,219.87584905,208.82557922,INFY
2009-07-03,223.149994,227.0,218.455994,225.643997,87.018333,8891848.0,0.4733272308875769,220.53989855,209.71233915999997,INFY
2009-07-06,226.25,227.425003,218.794006,220.149994,84.899605,13548688.0,-2.434810175783231,220.6592986,210.4938391,INFY
2009-07-07,224.625,224.625,215.625,217.238007,83.776627,12685960.0,-1.3227286301901842,220.30369865000003,211.2488391,INFY
2009-07-08,216.125,217.25,211.25,213.300003,82.257942,9024592.0,-1.8127601400799054,219.6636985,211.93795928000003,INFY
