Date,Close,Ticker,Daily_Return_Pct,MA_20,MA_50
2006-06-12,645.05,TATACONSUM,,,
2006-06-13,625.8,TATACONSUM,-2.9842647856755278,,
2006-06-14,595.0,TATACONSUM,-4.921700223713643,,
2006-06-15,635.0,TATACONSUM,6.72268907563025,,
2006-06-16,675.0,TATACONSUM,6.299212598425208,,
2006-06-19,699.0,TATACONSUM,3.5555555555555562,,
2006-06-20,690.35,TATACONSUM,-1.23748211731044,,
2006-06-21,701.8,TATACONSUM,1.6585789816759622,,
2006-06-22,715.0,TATACONSUM,1.8808777429467183,,
2006-06-23,752.05,TATACONSUM,5.181818181818176,,
2006-06-25,761.05,TATACONSUM,1.1967289408948867,,
2006-06-26,745.0,TATACONSUM,-2.108928454109449,,
2006-06-27,747.0,TATACONSUM,0.26845637583892135,,
2006-06-28,750.0,TATACONSUM,0.40160642570281624,,
2006-06-29,747.9,TATACONSUM,-0.28000000000000247,,
2006-06-30,766.0,TATACONSUM,2.42010964032624,,
2006-07-03,756.2,TATACONSUM,-1.2793733681462083,,
2006-07-04,759.0,TATACONSUM,0.3702724147051084,,
2006-07-05,769.0,TATACONSUM,1.3175230566534912,,
2006-07-06,756.0,TATACONSUM,-1.6905071521456483,714.5600000000001,
2006-07-07,759.0,TATACONSUM,0.3968253968253954,720.2575,
2006-07-10,760.5,TATACONSUM,0.19762845849802257,726.9925,
2006-07-11,740.0,TATACONSUM,-2.69559500328731,734.2425,
2006-07-12,735.0,TATACONSUM,-0.6756756756756799,739.2425,
2006-07-13,723.0,TATACONSUM,-1.6326530612244872,741.6424999999999,
2006-07-14,726.0,TATACONSUM,0.4149377593360981,742.9925,
2006-07-17,702.0,TATACONSUM,-3.3057851239669422,743.575,
2006-07-18,728.5,TATACONSUM,3.7749287749287763,744.9100000000001,
2006-07-19,706.85,TATACONSUM,-2.971859986273162,744.5024999999999,
2006-07-20,747.5,TATACONSUM,5.750866520478182,744.275,
2006-07-21,733.0,TATACONSUM,-1.9397993311036754,742.8725,
2006-07-24,736.1,TATACONSUM,0.4229195088676807,742.4275,
2006-07-25,730.0,TATACONSUM,-0.8286917538377958,741.5775,
2006-07-26,752.5,TATACONSUM,3.082191780821919,741.7025,
2006-07-27,780.15,TATACONSUM,3.674418604651164,743.3149999999999,
2006-07-28,815.0,TATACONSUM,4.46708966224445,745.765,
2006-07-31,831.0,TATACONSUM,1.9631901840490906,749.5049999999999,
2006-08-01,834.0,TATACONSUM,0.3610108303249149,753.2549999999999,
2006-08-02,850.0,TATACONSUM,1.918465227817756,757.305,
2006-08-03,831.25,TATACONSUM,-2.2058823529411797,761.0674999999999,
2006-08-04,813.1,TATACONSUM,-2.183458646616543,763.7724999999999,
2006-08-07,838.0,TATACONSUM,3.062353954003205,767.6475,
2006-08-08,826.1,TATACONSUM,-1.420047732696894,771.9525000000001,
2006-08-09,848.6,TATACONSUM,2.7236412056651726,777.6324999999999,
2006-08-10,872.0,TATACONSUM,2.757482913033238,785.0825000000001,
2006-08-11,863.05,TATACONSUM,-1.0263761467889987,791.9350000000001,
2006-08-14,867.15,TATACONSUM,0.47505938242280443,800.1925,
2006-08-16,858.0,TATACONSUM,-1.0551807645736044,806.6674999999999,
2006-08-17,841.35,TATACONSUM,-1.9405594405594417,813.3925,
2006-08-18,845.0,TATACONSUM,0.4338265882213088,818.2675,759.698
2006-08-21,844.0,TATACONSUM,-0.11834319526626835,823.8175000000001,763.677
2006-08-22,843.05,TATACONSUM,-0.11255924170616716,829.165,768.0219999999999
2006-08-23,831.0,TATACONSUM,-1.429333965956936,834.2149999999999,772.742
2006-08-24,835.0,TATACONSUM,0.48134777376653837,838.3399999999999,776.742
2006-08-25,826.0,TATACONSUM,-1.0778443113772407,840.6325,779.762
2006-08-28,834.0,TATACONSUM,0.9685230024213176,841.5825000000001,782.462
2006-08-29,830.9,TATACONSUM,-0.3717026378896926,841.5775,785.273
2006-08-30,822.0,TATACONSUM,-1.0711276928631608,840.9775,787.677
2006-08-31,802.15,TATACONSUM,-2.414841849148419,838.585,789.42
2006-09-01,820.95,TATACONSUM,2.3437013027488796,838.07,790.7979999999999
2006-09-04,798.0,TATACONSUM,-2.7955417504111124,837.3149999999999,791.5369999999999
2006-09-05,798.0,TATACONSUM,0.0,835.3149999999999,792.597
2006-09-06,816.4,TATACONSUM,2.3057644110275666,834.8299999999999,793.985
2006-09-07,805.5,TATACONSUM,-1.3351298383145527,832.675,795.095
2006-09-08,805.0,TATACONSUM,-0.062073246430793816,829.325,796.237
2006-09-11,752.5,TATACONSUM,-6.521739130434778,823.7975,795.967
2006-09-12,755.0,TATACONSUM,0.33222591362125353,818.19,795.943
2006-09-13,763.0,TATACONSUM,1.059602649006619,813.44,796.023
2006-09-14,765.15,TATACONSUM,0.28178243774574785,809.63,795.946
